src_ip_type,protocol,packet_size,connection_duration,port_number,data_transferred,label
internal,ICMP,835.6435307057022,204.6033461015753,80,6214.815334849787,0
internal,TCP,646.3597866902617,152.50300569342926,443,5772.1205307899445,0
external,TCP,1089.6659230926784,83.70551059265524,80,2465.527131462082,0
external,ICMP,2761.9216475129692,134.11267858526585,22,5055.012353231329,0
internal,TCP,1318.9052712550429,210.79691009583397,80,454.0306764212682,0
external,UDP,241.99561324404732,51.77500786487027,22,3254.8373385942396,0
external,TCP,31.679678824257845,39.60592247910065,22,16965.33886369504,0
external,UDP,304.1693020055879,110.13963171723069,443,3348.607582183367,0
external,ICMP,904.0606518730973,164.94578429710734,9999,17048.847796950915,0
internal,TCP,52.795278099774684,143.6683368820512,3389,7584.31504228551,0
external,ICMP,685.9059560261888,159.85654764477755,80,21191.19835151876,0
external,TCP,908.4288399875602,57.19624967418865,22,8551.475486854775,0
internal,UDP,406.8318779381004,170.28381063858632,80,301.1722788880906,0
internal,ICMP,1473.6499591467348,12.807096265357146,9999,11252.238795273779,0
external,TCP,59791.6542067135,78.63356283442829,3389,903482.7454419967,1
external,UDP,78.11050579224701,0.5775305516253855,9999,5989.230793858004,0
external,ICMP,1302.6474102163927,39.242919094318786,3389,26511.033146683872,0
external,ICMP,684.1702266630685,45.64345626291861,8080,1805.6782269038133,0
external,TCP,1166.042655733141,50.44670351886674,3389,4940.870862331927,0
external,TCP,570.6239991288573,118.89765020311442,443,13088.160791406088,0
internal,TCP,282.8962537585316,49.19353427114065,9999,21392.64211951592,0
external,UDP,1709.8236985711958,59.54645855639284,22,11115.243053559936,0
external,TCP,1606.52156396019,27.121064873197792,8080,2986.395592937556,0
internal,ICMP,1186.4488197091214,46.72104005506762,443,11227.24217605237,0
internal,ICMP,317.6536149880321,25.782509753304883,80,3520.1103845115854,0
internal,TCP,892.1608797234643,7.601308825538721,9999,12673.714591579595,0
internal,TCP,447.80997557982204,92.49495953184562,22,30798.34306828533,0
external,ICMP,96.05073460665322,110.3261475071069,3389,12779.54711474399,0
external,UDP,2492.6998435376413,96.62437301484182,22,19869.02491820347,0
external,TCP,147.13044881952004,62.26776150169474,80,21.060593628231825,0
external,TCP,3000.4906531227625,47.76903447798999,8080,12643.320697768822,0
external,ICMP,590.6010127908722,199.0212721894755,8080,17695.336441617237,0
external,TCP,204.73028191346583,73.20580548015936,9999,414.0418223434892,0
internal,UDP,780.6698461517365,65.23543915152494,8080,20525.871876354988,0
external,ICMP,2063.1417942820585,2.597655394201447,9999,2966.4778232751264,0
internal,TCP,1317.6077791304738,41.74078814107977,9999,10944.97073726433,0
internal,ICMP,1642.7938260737574,47.83513648988052,9999,16112.138836548454,0
external,TCP,1075.2377151704027,50.88655141979992,3389,10866.77333611818,0
internal,TCP,1178.5538361415322,86.79110548652706,443,968.2459723633009,0
external,TCP,1891.7719880502796,76.27171043528689,9999,9071.365566320612,0
internal,UDP,287.2395155401201,93.62513582748197,9999,7975.829166740936,0
external,UDP,672.2176661712414,144.7673128786881,443,23058.02945475272,0
internal,ICMP,250.01312910612234,167.65704014851647,22,5179.169237800131,0
external,TCP,4395.558417405329,126.62847438313909,9999,3872.535946198978,0
external,TCP,2883.4637873204147,311.27987250042054,3389,13856.975969649098,0
external,UDP,40.22510120537909,1.8400844582700027,8080,5321.775048781279,0
external,TCP,1222.731563195729,21.787991071251295,8080,10387.30083565541,0
external,UDP,2593.5835574752555,0.7591618531415689,80,10397.306158452473,0
internal,TCP,199.15282538785002,104.26329264077516,80,21896.05257457672,0
internal,ICMP,839.2029176459023,228.3082010066477,8080,9130.270692174112,0
internal,TCP,2470.8652641255303,27.90293442777735,8080,6974.637032780529,0
external,TCP,34.53552354421181,261.77691662237186,3389,1495.1133902651018,0
internal,UDP,1195.4104568928853,6.215990193872064,443,1230.014353642368,0
external,TCP,352.8949647452128,272.4728923000118,80,1676.1609243995856,0
external,TCP,2582.248671355676,43.32824793065384,443,1885.591477718467,0
internal,UDP,3542.4699226222533,10.694046139193686,3389,10157.716017526309,0
internal,ICMP,2887.1736812409745,66.52825488994117,8080,13508.548271405838,0
external,ICMP,642.8614051984582,29.675856307817188,9999,7550.045481139167,0
internal,UDP,1980.8107067353583,33.529499259166194,443,17661.95426953039,0
external,UDP,1861.427273299079,36.71437871612786,8080,47402.14348973864,0
external,UDP,384.3405215195344,162.46830199654235,8080,17148.685923275792,0
external,UDP,1765.5975413946533,77.47071381382604,22,11870.579166436366,0
external,UDP,37.70979526890972,37.29606957534525,443,7603.403141981001,0
external,ICMP,907.0086402878069,94.24647609545124,9999,5957.538477983734,0
internal,ICMP,261.3762411972857,125.93117246481013,443,881.6736912155637,0
internal,UDP,83706.51477680315,31.831174220804602,8080,921824.8320259119,1
external,TCP,80.07534330438274,53.36663339591021,9999,24094.426929695182,0
external,UDP,64525.22528357102,12.997895952140054,3389,620988.5651585227,1
internal,TCP,415.326013068567,19.985356772213873,22,2434.1177737457497,0
internal,UDP,1290.1364372203777,114.29336926261702,8080,6284.982618236931,0
external,UDP,67.58993548947433,20.020656148364722,80,16967.577145739386,0
internal,ICMP,378.7603814176782,74.47844997321,80,697.6233328839988,0
external,TCP,775.4235144000495,123.45909994396855,22,4900.309816019522,0
internal,TCP,1564.0973333379875,11.303088352047043,3389,19094.708563504028,0
external,ICMP,383.829607040159,83.77388725681469,8080,5173.432577566758,0
internal,ICMP,983.2090864021626,29.647096009248415,443,807.9218692201631,0
external,ICMP,57040.1474446338,329.4862971807926,22,729832.4352013306,1
internal,ICMP,956.7565090720861,66.07683713268071,3389,19786.373537478634,0
internal,TCP,265.2156429658495,163.9858717435359,443,8922.948081423358,0
external,TCP,24.703413744155224,79.90112499936112,80,2565.440753539498,0
internal,UDP,2040.9816863741814,4.4383049279866125,80,4848.973848558193,0
external,UDP,21.498864160261313,100.28059835743524,443,5980.613189711288,0
internal,ICMP,2077.0577666041704,302.42005201247326,22,8657.553149269253,0
external,ICMP,752.7637204695544,92.03284227538245,80,14244.159456672558,0
internal,ICMP,2797.9918427926627,171.03022147077291,8080,1041.0976222126808,0
external,UDP,1603.3725230231253,215.59465301540334,9999,22041.16569807204,0
internal,UDP,62094.664705644456,25.887406583650023,443,811171.632308623,1
external,UDP,431.87861684828374,23.831409418015575,443,4621.185339586542,0
internal,UDP,1457.525259111458,94.41270647095304,80,278.0326337387307,0
external,UDP,514.0490026229409,52.93774323335773,22,4991.8402646053355,0
external,UDP,653.6873042851913,183.1714982168924,8080,7461.526743948946,0
external,UDP,81546.08951145817,230.28163537128557,22,784769.8897835519,1
internal,ICMP,2068.91406403239,43.60604784235147,3389,1810.763488212123,0
external,ICMP,4140.397036841308,27.032761460844306,3389,10377.256120492335,0
internal,ICMP,1462.197110339225,151.65192957924486,9999,458.11976406346463,0
external,ICMP,540.8841935911419,32.13161227341658,80,14350.931698828317,0
internal,UDP,547.0695758190242,172.9428925519035,80,29307.769766584952,0
external,TCP,1337.8177759736657,55.119330075541015,80,4151.652433967968,0
internal,UDP,272.8291200595943,110.12655032053702,9999,7282.343625023211,0
internal,TCP,117.06666958066148,10.04120172911258,3389,4762.797277083896,0
external,ICMP,437.9193315941165,97.77920690653742,22,67.33006204201023,0
internal,UDP,338.609106417826,60.105613796278504,9999,4875.559790413681,0
internal,ICMP,351.41468973230553,88.33601040666048,9999,15688.731954613384,0
external,UDP,53811.960898678226,18.39399149231579,22,896297.5581441916,1
internal,ICMP,43.00478093734733,133.51213047485325,80,1067.6140156840625,0
internal,TCP,18.03560283194906,198.62942632118776,8080,18782.294707834975,0
internal,TCP,4399.977979112302,24.429032668853935,22,7573.344991315427,0
external,TCP,558.219746892102,10.061021126280096,3389,18434.10901916373,0
internal,UDP,485.0387274553178,2.392245993157399,443,8680.28132521213,0
external,TCP,1138.332648626447,102.71426880495873,443,8202.727227263638,0
